year,category,brand,model,cc,fuel,cbu_ckd,country,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sales_volume,country_clean,fuel_clean,brand_clean,model_clean,sales_volume_reported,volume_mismatch_flag,assembly_clean,category_clean,brand_verified
2023,4X2,AUDI,NX 450h+,,BEV,CBU,Japan,0,1,0,0,0,22,7,72,75,12,7,27,223,Japan,BEV,AUDI,NX 450h+,217,True,CBU,4X2,False
2023,4X2,AUDI,CX-30 GT,2488.0,G,CBU,Japan,19,19,30,11,19,2,6,32,38,2,2,20,200,Japan,G,AUDI,CX-30 GT,125,True,CBU,4X2,False
2023,4X2,BMW,New CX-8 Elite,1998.0,G,CBU,Japan,10,3,3,19,5,2,80,6,6,6,23,5,168,Japan,G,BMW,New CX-8 Elite,0,True,CBU,4X2,False
2023,4X2,BMW,New CX-9,2488.0,G,CBU,Japan,5,0,25,3,13,10,3,145,92,52,2,97,447,Japan,G,BMW,New CX-9,206,True,CBU,4X2,False
2023,4X2,BMW,Cooper S Countryman F60 CKD A/T,1998.0,D,,,796,1004,99,40,610,66,30,802,817,702,28,682,5676,,D,BMW,Cooper S Countryman F60 CKD A/T,92,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,DFSK,X3 sDrive20i G01 CKD AT,2000.0,G,CKD,INA,43,64,46,60,32,42,31,51,35,28,34,25,491,Indonesia,G,DFSK,X3 sDrive20i G01 CKD AT,0,True,CKD,4X2,False
2023,4X2,HINO,NEW 5008 AT Active,1598.0,G,CKD,Thailand,0,1,394,188,0,143,679,0,0,0,1464,0,2869,Thailand,G,HINO,NEW 5008 AT Active,601,True,CKD,4X2,False
2023,4X2,HINO,All New Kijang Innova G AT DSL Mi 2020,2494.0,G,CKD,M a l a ysi a,322,439,0,0,480,0,-1,267,136,252,0,481,2376,Malaysia,G,HINO,All New Kijang Innova G AT DSL Mi 2020,428,True,CKD,4X2,False
2023,4X2,HYUNDAI,(HMID) Mazda 3 Hatchback,2488.0,G,,,1,2,0,8,1,5,0,10,2,1,0,0,30,,G,HYUNDAI,(HMID) Mazda 3 Hatchback,46,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,HYUNDAI - HMID,TIGGO 8 PRO PREMIUM,1798.0,G,CKD,INA,3,4,0,0,1,1,2,1,1,0,0,2,15,Indonesia,G,HYUNDAI - HMID,TIGGO 8 PRO PREMIUM,491,True,CKD,4X2,False
2023,4X2,ISUZU,GLORY 560 1.8 A/T CVT LUXURY,2000.0,G,CKD,INA,0,0,0,30,0,0,0,0,0,0,0,0,30,Indonesia,G,ISUZU,GLORY 560 1.8 A/T CVT LUXURY,47,True,CKD,4X2,False
2023,4X2,ISUZU,Mazda 6 Elite Estate 1.998 G 62 - 156 2.699 5075 x 1969 x,1747.0,-,CBU,M a l a ysi a,0,2,0,4,2,5,4,0,0,1,8,0,26,Malaysia,UNKNOWN,ISUZU,Mazda 6 Elite Estate 1.998 G 62 - 156 2.699 5075 x 1969 x,58,True,CBU,4X2,False
2023,4X2,ISUZU,All New Kijang Innova G Mi 2020,1598.0,D,CKD,Japan,298,655,632,409,446,157,983,920,583,913,1887,1057,8940,Japan,D,ISUZU,All New Kijang Innova G Mi 2020,86,True,CKD,4X2,False
2023,4X2,JEEP,AMG A 45 4MATIC (W177)*,2488.0,G,CBU,Japan,3,3,28,26,10,2,3,15,9,4,0,7,110,Japan,G,JEEP,AMG A 45 4MATIC (W177)*,1761,True,CBU,4X2,False
2023,4X2,JEEP,Pajero Sport 2.4L DAKAR (4x2) 8AT,1998.0,D,CKD,Germany,66,97,0,0,38,0,0,42,40,43,0,27,353,Germany,D,JEEP,Pajero Sport 2.4L DAKAR (4x2) 8AT,59,True,CKD,4X2,False
2023,4X2,JEEP,Pajero Sport 2.4L DAKAR Utimate (4x2) 8AT,2442.0,D,CBU,Germany,0,0,20,61,0,21,21,0,0,0,21,0,144,Germany,D,JEEP,Pajero Sport 2.4L DAKAR Utimate (4x2) 8AT,47,True,CBU,4X2,False
2023,4X2,KIA,New CR-V,2000.0,G,CKD,INA,35,26,0,0,30,0,0,0,0,0,488,0,579,Indonesia,G,KIA,New CR-V,17,True,CKD,4X2,False
2023,4X2,KIA,NX 300,1998.0,G,CBU,Korea,0,2,8,5,14,3,1,21,25,10,0,62,151,South Korea,G,KIA,NX 300,50,True,CBU,4X2,False
2023,4X2,KIA,RZ 450e,,HYBRID,CBU,Japan,0,0,8,3,1,2,2,3,1,0,1,5,26,Japan,HYBRID,KIA,RZ 450e,34,True,CBU,4X2,False
2023,4X2,KIA,RX 500h,,G,CBU,Japan,9,16,275,97,8,71,54,4,0,2,101,3,640,Japan,G,KIA,RX 500h,1,True,CBU,4X2,False
2023,4X2,LEXUS,All New CR-V 2.0 e:HEV,,BEV,,,0,0,0,0,0,0,0,0,0,7,0,0,7,,BEV,LEXUS,All New CR-V 2.0 e:HEV,1,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,LEXUS,Kona EV,2000.0,G,,,0,0,0,0,0,0,0,0,0,1,0,0,1,,G,LEXUS,Kona EV,121,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,LEXUS,NX 350h,1998.0,G,CBU,Korea,2,9,0,0,6,0,0,0,0,0,0,0,17,South Korea,G,LEXUS,NX 350h,96,True,CBU,4X2,False
2023,4X2,LEXUS,NX 250,1998.0,G,CBU,Japan,0,0,0,0,1,3,2,0,0,0,0,0,6,Japan,G,LEXUS,NX 250,103,True,CBU,4X2,False
2023,4X2,LEXUS,M-AMG GLA 35,2000.0,G,CKD,Japan,74,32,0,0,11,0,0,1,0,0,0,0,118,Japan,G,LEXUS,M-AMG GLA 35,1421,True,CKD,4X2,False
2023,4X2,MAZDA,T ucson,2200.0,D,CBU,South Korea,1,0,6,6,0,0,1,0,0,0,0,0,14,South Korea,D,MAZDA,T ucson,1527,True,CBU,4X2,False
2023,4X2,MAZDA,GLA 200,1595.0,G,CKD,Japan,0,0,0,1,0,1,0,0,0,0,0,0,2,Japan,G,MAZDA,GLA 200,304,True,CKD,4X2,False
2023,4X2,MAZDA,GLC 200 AMG,1991.0,G,,,0,1,0,0,0,0,0,0,0,0,9,0,10,,G,MAZDA,GLC 200 AMG,256,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,MAZDA,Pajero Sport 2.5 E HP (4X2) 5 AT - DAKAR,2442.0,D,,,143,32,8,10,24,10,12,123,15,20,6,100,503,,D,MAZDA,Pajero Sport 2.5 E HP (4X2) 5 AT - DAKAR,73,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,MERCEDES BENZ,Pajero Sport 2.5 L EXCEED (4X2) 5AT,2477.0,D,CKD,INA,0,6,0,0,7,0,0,8,3,10,0,6,40,Indonesia,D,MERCEDES BENZ,Pajero Sport 2.5 L EXCEED (4X2) 5AT,105,True,CKD,4X2,False
2023,4X2,MERCEDES BENZ,Pajero Sport 2.5L EXCEED-H (4x2) 5MT,2477.0,D,CBU,INA,0,0,55,9,0,34,44,0,0,0,59,0,201,Indonesia,D,MERCEDES BENZ,Pajero Sport 2.5L EXCEED-H (4x2) 5MT,26,True,CBU,4X2,False
2023,4X2,MERCEDES BENZ CV,All New Kijang Innova V AT Mi 2020,1998.0,D,CKD,M a l a ysi a,1,0,0,0,0,0,0,0,0,0,0,0,1,Malaysia,D,MERCEDES BENZ CV,All New Kijang Innova V AT Mi 2020,54,True,CKD,4X2,False
2023,4X2,MERCEDES BENZ CV,All New Kijang Innova V AT DSL Mi 2020,1998.0,G,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia,G,MERCEDES BENZ CV,All New Kijang Innova V AT DSL Mi 2020,41,True,CKD,4X2,False
2023,4X2,MERCEDES-BENZ PC,Santa Fe D2.2 8DCT Prime,2200.0,D,CBU,South Korea,28,53,0,0,42,0,0,43,43,18,0,23,250,South Korea,D,MERCEDES-BENZ PC,Santa Fe D2.2 8DCT Prime,10,True,CBU,4X2,False
2023,4X2,MERCEDES-BENZ PC,Santa Fe D2.2 8DCT Signature,2500.0,G,CBU,South Korea,0,0,2,1,0,21,15,0,0,0,8,0,47,South Korea,G,MERCEDES-BENZ PC,Santa Fe D2.2 8DCT Signature,1,True,CBU,4X2,False
2023,4X2,MERCEDES-BENZ PC,GLC 200 AMG ( FL ),1991.0,G,,,0,0,16,1,0,6,8,0,1,9,5,24,70,,G,MERCEDES-BENZ PC,GLC 200 AMG ( FL ),92,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,MERCEDES-BENZ PC,Se p ri n te r,1991.0,G,CBU,INA,6,0,3,0,13,1,8,7,10,14,0,6,68,Indonesia,G,MERCEDES-BENZ PC,Se p ri n te r,531,True,CBU,4X2,False
2023,4X2,MINI,Santa Fe G2.5 6AT Style,2500.0,G,CBU,South Korea,15,1,9,36,49,22,13,14,9,8,6,29,211,South Korea,G,MINI,Santa Fe G2.5 6AT Style,1,True,CBU,4X2,False
2023,4X2,MINI,Cooper S Hatch A/T,2143.0,G,CBU,INA,0,0,4,5,25,4,0,7,9,5,5,1,65,Indonesia,G,MINI,Cooper S Hatch A/T,60,True,CBU,4X2,False
2023,4X2,MITSUBISHI FUSO,NEW 5008 AT Allure Midlife,1598.0,G,CBU,INA,3,4,2,0,3,0,1,4,3,6,3,3,32,Indonesia,G,MITSUBISHI FUSO,NEW 5008 AT Allure Midlife,616,True,CBU,4X2,False
2023,4X2,MITSUBISHI FUSO,NEW 3008 AT Active,1598.0,G,CBU,INA,0,1,0,0,2,0,0,0,0,0,0,3,6,Indonesia,G,MITSUBISHI FUSO,NEW 3008 AT Active,0,True,CBU,4X2,False
2023,4X2,MITSUBISHI MOTORS,Santa Fe G2.5 6AT Signature,2200.0,D,CBU,South Korea,2,19,251,206,3,430,177,2,12,17,117,16,1252,South Korea,D,MITSUBISHI MOTORS,Santa Fe G2.5 6AT Signature,41,True,CBU,4X2,False
2023,4X2,MITSUBISHI MOTORS,Palisade 2.2 CRDi,2200.0,D,CBU,South Korea,87,214,14,5,396,3,1,140,97,88,3,132,1180,South Korea,D,MITSUBISHI MOTORS,Palisade 2.2 CRDi,407,True,CBU,4X2,False
2023,4X2,MITSUBISHI MOTORS,John Cooper Works Hatch A/T,1998.0,G,CBU,INA,0,0,8,1,5,0,5,10,6,3,14,5,57,Indonesia,G,MITSUBISHI MOTORS,John Cooper Works Hatch A/T,18,True,CBU,4X2,False
2023,4X2,MITSUBISHI MOTORS,Cooper S 5 Door A/T,1998.0,G,CBU,Spain,0,0,25,1,8,11,8,6,2,3,5,26,95,Spain,G,MITSUBISHI MOTORS,Cooper S 5 Door A/T,72,True,CBU,4X2,False
2023,4X2,Mazda,2 GT AT,1498.0,G,,,0,245,271,119,1024,0,0,87,47,0,4,0,1797,,G,MAZDA,2 GT AT,329,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,ZS Excite,1498.0,G,CKD,Thailand,0,5,5,4,96,59,7,771,1126,0,0,12,2085,Thailand,G,MAZDA,ZS Excite,85,True,CKD,4X2,False
2023,4X2,Mazda,ZS Ignite,1498.0,G,,,0,222,432,129,0,0,5,228,151,0,0,0,1167,,G,MAZDA,ZS Ignite,0,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,ZS Activate 1.5L CVT,1498.0,G,CKD,Thailand,8,604,720,153,18,0,0,0,0,1,0,0,1504,Thailand,G,MAZDA,ZS Activate 1.5L CVT,1,True,CKD,4X2,False
2023,4X2,Mazda,ZS Ignite 1.5L CVT,1498.0,G,,,0,10,12,0,0,5,0,95,63,13,0,0,198,,G,MAZDA,ZS Ignite 1.5L CVT,7,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,ZS Magnify 1.5L CVT,,BEV,CKD,Thailand,0,11,70,63,70,6,0,0,0,0,23,2,245,Thailand,BEV,MAZDA,ZS Magnify 1.5L CVT,14,True,CKD,4X2,False
2023,4X2,Mazda,ZS EV,1490.0,G,,,1,30,33,24,18,0,0,214,149,0,0,60,529,,G,MAZDA,ZS EV,370,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,HS Excite,1490.0,G,CKD,Ch i n a,6,570,730,90,294,0,23,19,5,0,0,0,1737,China,G,MAZDA,HS Excite,2,True,CKD,4X2,False
2023,4X2,Mazda,HS Ignite,1490.0,G,,,0,0,1,0,200,2,0,298,171,0,0,0,672,,G,MAZDA,HS Ignite,0,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,HS i-Smart Magnify,1490.0,G,CKD,Thailand,0,0,0,0,23,0,0,462,220,0,5,0,710,Thailand,G,MAZDA,HS i-Smart Magnify,2,True,CKD,4X2,False
2023,4X2,Mazda,New HS Activate,1490.0,G,,,18,507,517,196,99,9,0,26,6,1,0,0,1379,,G,MAZDA,New HS Activate,53,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,New HS Ignite,1490.0,G,CKD,Thailand,0,218,278,195,18,0,1,105,46,5,0,0,866,Thailand,G,MAZDA,New HS Ignite,2,True,CKD,4X2,False
2023,4X2,Mazda,New HS i-Smart Magnify,,BEV,,,0,1827,1558,1096,493,0,0,82,26,1,6,0,5089,,BEV,MAZDA,New HS i-Smart Magnify,13,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,4 EV Ignite,,BEV,CKD,Thailand,0,1274,1585,646,0,0,0,427,407,3,10,6,4358,Thailand,BEV,MAZDA,4 EV Ignite,129,True,CKD,4X2,False
2023,4X2,Mazda,4 EV Ignite,1499.0,G,,,0,0,0,0,0,5,6,0,0,1,7,0,19,,G,MAZDA,4 EV Ignite,27,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Cooper 5 Door A/T,1499.0,G,CKD,Ch i n a,0,5,7,4,134,1,8,0,0,1,0,1,161,China,G,MAZDA,Cooper 5 Door A/T,72,True,CKD,4X2,False
2023,4X2,Mazda,Cooper Clubman A/T,1499.0,G,,,0,0,0,0,204,3,28,277,334,0,1,1,848,,G,MAZDA,Cooper Clubman A/T,5,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Cooper Countryman F60 CKD A/T,1499.0,G,CKD,UK,0,150,166,21,1510,5,0,245,265,1,0,0,2363,United Kingdom,G,MAZDA,Cooper Countryman F60 CKD A/T,5,True,CKD,4X2,False
2023,4X2,Mazda,Cooper Countryman F60 CKD A/T,,BEV,,,0,39,36,12,948,0,0,1648,1332,10,3,0,4028,,BEV,MAZDA,Cooper Countryman F60 CKD A/T,0,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Cooper SE Hatch A/T,1499.0,G,CKD,INA,1521,0,0,0,0,0,0,890,1094,0,16,6,3527,Indonesia,G,MAZDA,Cooper SE Hatch A/T,48,True,CKD,4X2,False
2023,4X2,Mazda,Eclipse Cross,1499.0,G,,,31,0,0,0,0,0,2,0,0,976,0,50,1059,,G,MAZDA,Eclipse Cross,185,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Xpander 1.5L ULTIMATE (4X2) CVT,1499.0,G,CKD,Japan,157,0,0,0,0,0,23,0,0,16,950,0,1146,Japan,G,MAZDA,Xpander 1.5L ULTIMATE (4X2) CVT,0,True,CKD,4X2,False
2023,4X2,Mazda,Xpander 1.5L SPORT (4X2) CVT,1499.0,G,,,202,0,0,0,16,0,0,0,0,35,6,961,1220,,G,MAZDA,Xpander 1.5L SPORT (4X2) CVT,12168,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Xpander 1.5L SPORT (4X2) M/T,1499.0,G,CKD,INA,210,0,0,0,1,4,739,0,0,290,19,7,1270,Indonesia,G,MAZDA,Xpander 1.5L SPORT (4X2) M/T,274,True,CKD,4X2,False
2023,4X2,Mazda,Xpander 1.5L EXCEED (4X2) CVT,1499.0,G,,,125,0,0,0,1,2,21,0,0,183,627,32,991,,G,MAZDA,Xpander 1.5L EXCEED (4X2) CVT,618,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Xpander 1.5L EXCEED (4X2) M/T,1499.0,G,CKD,INA,166,0,0,0,213,0,65,0,9,48,267,366,1134,Indonesia,G,MAZDA,Xpander 1.5L EXCEED (4X2) M/T,3888,True,CKD,4X2,False
2023,4X2,Mazda,Xpander 1.5L GLS (4X2) CVT,1499.0,G,,,1936,0,0,0,0,981,284,81,55,87,33,299,3756,,G,MAZDA,Xpander 1.5L GLS (4X2) CVT,2324,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Xpander 1.5L GLS (4X2) M/T,1499.0,G,CKD,INA,0,0,0,0,0,33,179,0,1,999,81,29,1322,Indonesia,G,MAZDA,Xpander 1.5L GLS (4X2) M/T,976,True,CKD,4X2,False
2023,4X2,Mazda,Xpander Cross 1.5L PREMIUM (4X2) CVT,1499.0,G,,,228,0,0,0,0,66,43,8,37,0,929,32,1343,,G,MAZDA,Xpander Cross 1.5L PREMIUM (4X2) CVT,1003,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Xpander Cross 1.5L (4X2) CVT,1499.0,G,CKD,INA,0,0,0,0,0,285,101,54,70,219,0,1099,1828,Indonesia,G,MAZDA,Xpander Cross 1.5L (4X2) CVT,15494,True,CKD,4X2,False
2023,4X2,Mazda,Xpander Cross 1.5L (4X2) M/T,1499.0,G,,,0,57,0,0,0,211,1280,22,73,77,172,0,1892,,G,MAZDA,Xpander Cross 1.5L (4X2) M/T,0,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Xforce Ultimate 1.5L 4X2 A/T,1499.0,G,CKD,INA,0,0,0,0,0,55,0,39,77,2,1094,206,1473,Indonesia,G,MAZDA,Xforce Ultimate 1.5L 4X2 A/T,2610,True,CKD,4X2,False
2023,4X2,Mazda,Xforce Exceed 1.5L 4X2 A/T,,BEV,,,0,2,0,0,0,24,237,639,408,5,110,1403,2828,,BEV,MAZDA,Xforce Exceed 1.5L 4X2 A/T,2574,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,EQA 250,,BEV,CKD,INA,0,3,2,0,0,952,0,885,361,9,1,37,2250,Indonesia,BEV,MAZDA,EQA 250,149,True,CKD,4X2,False
2023,4X2,Mazda,EQB 250,1332.0,G,,,12,45,32,10,0,0,0,51,61,0,2,0,213,,G,MAZDA,EQB 250,26,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,GLA 200 Progressive Line ( H247),1332.0,G,,,2,200,955,176,47,232,0,21,47,0,0,5,1685,,G,MAZDA,GLA 200 Progressive Line ( H247),33,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,GLB 200 Progressive Line ( X247),1498.0,G,,,0,0,0,0,1,0,0,89,20,0,4,0,114,,G,MAZDA,GLB 200 Progressive Line ( X247),0,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Livina EL M/T,1498.0,G,,,67,0,0,0,0,0,0,0,0,0,0,4,71,,G,MAZDA,Livina EL M/T,104,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Livina VE,1498.0,G,,,11,0,0,0,0,0,9,0,0,14,0,0,34,,G,MAZDA,Livina VE,5,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Livina VL,1200.0,HYBRID,CKD,INA,4,3,0,3,13,0,0,8,5,7,15,0,58,Indonesia,HYBRID,MAZDA,Livina VL,77,True,CKD,4X2,False
2023,4X2,Mazda,KICKS E-POWER,,BEV,,,0,0,0,0,428,0,7,19,18,0,8,30,510,,BEV,MAZDA,KICKS E-POWER,486,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Leaf,999.0,G,CKD,INA,1,0,0,0,0,21,18,163,433,29,0,3,668,Indonesia,G,MAZDA,Leaf,141,True,CKD,4X2,False
2023,4X2,Mazda,Magnite Premium Turbo CVT,999.0,G,,,4,41,143,8,0,0,6,1,0,1,16,0,220,,G,MAZDA,Magnite Premium Turbo CVT,73,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Magnite Premium Turbo MT,999.0,G,CKD,Japan,2,4,10,9,0,7,2,1,2,0,0,31,68,Japan,G,MAZDA,Magnite Premium Turbo MT,249,True,CKD,4X2,False
2023,4X2,Mazda,Magnite Premium Upper Turbo CVT,999.0,G,,,0,0,3,0,30,26,37,0,10,0,0,0,106,,G,MAZDA,Magnite Premium Upper Turbo CVT,29,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,Mazda,Magnite Premium Upper Turbo MT,999.0,G,CKD,Thailand,0,33,43,28,0,11,0,0,0,0,0,0,115,Thailand,G,MAZDA,Magnite Premium Upper Turbo MT,12,True,CKD,4X2,False
2023,4X2,Mazda,Magnite Premium Mid Turbo MT,,BEV,,,2,0,0,0,2,16,0,0,0,0,0,0,20,,BEV,MAZDA,Magnite Premium Mid Turbo MT,13,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,V EV,1199.0,G,CBU,Thailand,28,0,0,0,1,12,0,0,1,3,100,0,145,Thailand,G,NETA,V EV,0,True,CBU,4X2,False
2023,4X2,NETA,2008 AT,1197.0,G,,,169,0,0,0,0,1,0,0,0,1,2,81,254,,G,NETA,2008 AT,181,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,Ignis GX MT,1197.0,G,CKD,Ch i n a,0,0,2,0,1,0,0,0,0,58,0,1,62,China,G,NETA,Ignis GX MT,27,True,CKD,4X2,False
2023,4X2,NETA,Ignis GX AT,998.0,G,,,0,83,419,450,29,0,2,5,8,123,73,0,1192,,G,NETA,Ignis GX AT,396,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,S-Presso MT,998.0,G,CKD,India,8,0,0,0,0,0,12,19,9,143,12,72,275,India,G,NETA,S-Presso MT,856,True,CKD,4X2,False
2023,4X2,NETA,S-Presso AT,1462.0,G,,,145,0,0,0,0,0,71,3,5,10,223,83,540,,G,NETA,S-Presso AT,1166,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,All New Ertiga GA,1462.0,G,CKD,India,0,10,120,0,0,0,139,45,102,190,9,317,932,India,G,NETA,All New Ertiga GA,2451,True,CKD,4X2,False
2023,4X2,NETA,All New Ertiga GL MT,1462.0,G,,,157,0,0,0,10,90,266,100,150,0,126,3,902,,G,NETA,All New Ertiga GL MT,117,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,All New Ertiga GX MT,1462.0,G,CKD,INA,188,140,1041,418,445,75,8,99,203,53,0,159,2829,Indonesia,G,NETA,All New Ertiga GX MT,1898,True,CKD,4X2,False
2023,4X2,NETA,All New Ertiga GL AT,1462.0,HYBRID,,,345,0,0,0,0,120,112,281,452,70,104,0,1484,,HYBRID,NETA,All New Ertiga GL AT,0,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,All New Ertiga GX Hybrid,1462.0,HYBRID,CKD,INA,64,56,0,0,0,198,0,0,0,77,85,144,624,Indonesia,HYBRID,NETA,All New Ertiga GX Hybrid,1495,True,CKD,4X2,False
2023,4X2,NETA,All New Ertiga GX Hybrid,1462.0,HYBRID,,,188,14,12,7,99,9,95,0,0,24,301,53,802,,HYBRID,NETA,All New Ertiga GX Hybrid,1236,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,All New Ertiga SX Hybrid,1462.0,HYBRID,CKD,INA,67,9,136,0,242,124,55,57,38,88,47,205,1068,Indonesia,HYBRID,NETA,All New Ertiga SX Hybrid,2381,True,CKD,4X2,False
2023,4X2,NETA,All New Ertiga SS Hybrid,1462.0,G,,,63,50,47,31,682,0,113,31,65,188,159,13,1442,,G,NETA,All New Ertiga SS Hybrid,510,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NETA,Xl-7 Zeta MT,1462.0,G,CBU,INA,118,37472,46811,25817,0,89,20,168,273,220,184,86,111258,Indonesia,G,NETA,Xl-7 Zeta MT,1601,True,CBU,4X2,False
2023,4X2,NETA,Xl-7 Zeta AT,1462.0,G,,,231,78045,124856,150673,0,65,57,0,104,0,266,360,354657,,G,NETA,Xl-7 Zeta AT,2111,True,TIDAK DIKETAHUI,4X2,False
2023,4X2,NISSAN,Cooper S Clubman A/T,1998.0,G,CBU,UK,0,0,0,0,11,0,9,8,16,15,3,5,67,United Kingdom,G,NISSAN,Cooper S Clubman A/T,177,True,CBU,4X2,False
2023,4X2,PEUGEOT,Staria Signature 7,2200.0,D,CBU,South Korea,8,11,1,0,7,1,0,10,4,7,2,5,56,South Korea,D,PEUGEOT,Staria Signature 7,0,True,CBU,4X2,False
2023,4X2,SCANIA,All New Kijang Innova G Imp 2020,2494.0,G,CKD,M a l a ysi a,0,0,1,0,0,0,0,0,0,0,0,0,1,Malaysia,G,SCANIA,All New Kijang Innova G Imp 2020,65,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Venturer Mi 2020,2494.0,G,CKD,INA,2,0,0,0,0,0,0,0,0,0,0,0,2,Indonesia,G,SCANIA,All New Kijang Innova Venturer Mi 2020,12,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Venturer AT Mi 2020,1998.0,D,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia,D,SCANIA,All New Kijang Innova Venturer AT Mi 2020,1,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Venturer DSL Mi 2020,1998.0,D,CKD,INA,1,0,432,919,0,781,767,0,0,0,378,0,3278,Indonesia,D,SCANIA,All New Kijang Innova Venturer DSL Mi 2020,7740,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Venturer AT DSL Mi 2020,2494.0,G,CKD,INA,856,229,553,34,967,764,415,685,1311,748,235,733,7530,Indonesia,G,SCANIA,All New Kijang Innova Venturer AT DSL Mi 2020,11077,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Zenix G Cvt 2.0,2494.0,G,CKD,INA,1186,1025,116,218,292,410,650,901,942,417,596,462,7215,Indonesia,G,SCANIA,All New Kijang Innova Zenix G Cvt 2.0,3900,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Zenix V Cvt 2.0,1987.0,HYBRID,CKD,INA,269,212,91,217,419,207,277,904,609,810,303,812,5130,Indonesia,HYBRID,SCANIA,All New Kijang Innova Zenix V Cvt 2.0,-1,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Zenix G Hev Cvt 2.0,1987.0,HYBRID,CKD,INA,195,173,151,651,160,273,367,436,311,377,526,315,3935,Indonesia,HYBRID,SCANIA,All New Kijang Innova Zenix G Hev Cvt 2.0,2,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Zenix V Hev Cvt 2.0,1987.0,HYBRID,CKD,INA,339,271,0,1,435,0,1,500,307,457,68,631,3010,Indonesia,HYBRID,SCANIA,All New Kijang Innova Zenix V Hev Cvt 2.0,0,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Zenix V Hev Cvt 2.0 Modellista,1987.0,HYBRID,CKD,INA,0,0,720,874,0,1153,1385,0,35,53,1265,8,5493,Indonesia,HYBRID,SCANIA,All New Kijang Innova Zenix V Hev Cvt 2.0 Modellista,2,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Zenix Q Hev Cvt Tss 2.0,1987.0,HYBRID,CKD,INA,662,323,90,119,722,258,323,1928,1233,1590,252,1689,9189,Indonesia,HYBRID,SCANIA,All New Kijang Innova Zenix Q Hev Cvt Tss 2.0,0,True,CKD,4X2,False
2023,4X2,SCANIA,All New Kijang Innova Zenix Q Hev Cvt Tss 2.0 Modellista,1987.0,G,CKD,INA,63,155,480,181,367,519,458,328,266,295,0,233,3345,Indonesia,G,SCANIA,All New Kijang Innova Zenix Q Hev Cvt Tss 2.0 Modellista,1,True,CKD,4X2,False
